makeid,modelid,manufacturerid,VIN,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor
449,2085,1042,WDBHA24G4YA8,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2300,140.354611,2.3,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",MERCEDES-BENZ,MERCEDES-BENZ CARS,C-Class,2000,SINDELFINGEN,,C230,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),185,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,Line: 202,,Not Applicable,Not Applicable,,,,"Type-2 Belt with Emergency Tensioning Retractors, Air Bag, Knee Bolster, Side Impact Air Bag in Door",,,,,,,,,,,,,,,,6,,,MB,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,WDBHA24G*YA
452,5098,972,WB105360XP03,,,Not Applicable,Not Applicable,Motorcycle - Touring / Sport Touring,4,,1100,67.1261185,1.1,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",BMW,BMW AG MOTORCYCLES,K 1100 LT,1993,BERLIN,,K589,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,100,,GERMANY,,,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,WB105360*P0
460,1801,976,1FTRF12217NA,,,,Regular,Pickup,6,,4200,256.299725,4.2,,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",FORD,FORD MOTOR COMPANY,F-150,2007,NORFOLK,,F-Series,,,Styleside,TRUCK,,,Hydraulic,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,1st Row (Driver and Passenger),,,,202,,UNITED STATES (USA),,VIRGINIA,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Sec. Gen. Air Bags,,,,,,EFI,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTRF122*7N
483,1945,994,1J4FT28S4VL5,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,4000,244.094976,4,4,4x2,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",JEEP,FCA US LLC,Cherokee,1997,TOLEDO,,,Left-Hand Drive (LHD),,SE,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),Toledo Assembly # 1,OHIO,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1J4FT28S*VL
477,1936,995,2C8GP64L95R5,,,,,Minivan,6,,3800,231.890228,3.8,4,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",CHRYSLER,FCA CANADA INC.,Town and Country,2005,WINDSOR,,RS,,,Limited,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,All Rows,,,,,Long,,,,V-Shaped,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,CANADA,Windsor Assembly,ONTARIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,S (Sport),,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,2C8GP64L*5R
474,25276,988,1HFSC47H96A5,,,Not Applicable,Not Applicable,Motorcycle - Touring / Sport Touring,6,50 States,1832,111.795499,1.832,,,,4,SC47E-2500001,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",GL1800,2006,MARYSVILLE,,,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,118,,UNITED STATES (USA),HONDA OF AMERICA MFG. INC.,OHIO,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,1HFSC47H*6A
448,2213,962,JTEEP21A1701,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3300,201.378356,3.3,5,4WD/4-Wheel Drive/4x4,,,3MZ-FE,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",TOYOTA,"TOYOTA MOTOR NORTH AMERICA, INC",Highlander,2007,MIYAWAKA,7,MHU23L/MHU28L,,,STD/Base,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,,,V-Shaped,,,,,,,JAPAN,"Toyota Motor Kyushu, Inc.",FUKUOKA,,,,,,,,,,,,,,,,,,,,Wagon body style,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,JTEEP21A*70
468,8842,984,1G4HR54K32U1,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3800,231.890228,3.8,4,,,,L36,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,LeSabre,2002,HAMTRAMCK,,,,,Limited,PASSENGER CAR,4,,,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),NA-GM Corp,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,"Body Type: Sedan, 4-6 Window, Notchback (GM codes: 19, 69)",,Not Applicable,Not Applicable,,,,,,,,,,"Name Plate: Chevrolet, Pontiac, Buick",,,,,,,,,,6,,,GMPTG Flint,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1G4HR54K*2U
487,1967,1015,4V4NC9GH06N3,,,,MDHD: Conventional,Truck-Tractor,6,,12130,740.218016,12.13,,6x4,,4,VE D12,,,Diesel,"Class 8: 33,001 lb and above (14,969 kg and above)",VOLVO TRUCK,"VOLVO GROUP NORTH AMERICA, LLC",VNL,2006,NEW RIVER VALLEY DUBLIN,,,,,,TRUCK,,,Air,,,,,,,,,,,,Single Overhead Cam (SOHC),,In-Line,,,,,425,,UNITED STATES (USA),,VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,Cab Type: Conventional - New Generation,,Not Applicable,Not Applicable,,,,,Water,474,,,,,,,,,,,,,,6,,,Volvo,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,4V4NC9GH*6N
448,2469,1088,4T1BK3EK9AU1,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,3456,152.55936,2.5,4,4x2,,,2GR-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Camry,2010,GEORGETOWN,,ASV40L/GSV40L/AHV40L,,,,PASSENGER CAR,,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,In-Line,1st Row (Driver and Passenger),,,Driver Seat Only,169,,UNITED STATES (USA),"Toyota Motor Manufacturing, Kentucky, Inc.",KENTUCKY,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,Water,314,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,4T1BK3EK*AU
474,33585,987,JH2RD0610WM5,,,Not Applicable,Not Applicable,Motorcycle - Dual Sport / Adventure / Supermoto / On/Off-road,1,California,644,39.2992912,0.644,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HONDA,"HONDA MOTOR CO., LTD.",XR650LL,1998,HAMAMATSU,,,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,39.4,,JAPAN,HAMAMATSU FACTORY,SHIZUOKA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,JH2RD061*WM
452,1710,967,WBSBL93433JR,,,Not Applicable,Not Applicable,Coupe,6,,3200,195.275981,3.2,2,,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",BMW,BMW M GMBH,M3,2003,REGENSBURG,,3-Series,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,In-Line,,,,,333,,GERMANY,,,,,,,,,,,,,,,,,,,,,,,107.5,,"Model Code: 0337,Shipping Weight Std.=3415 Auto.=- ,GVWR Std. = 4453 ,Auto. = - GAWRRear = 2535 ,Service Load = 1038 ,Length w/ bumpers = 176.9 ,Width = 70.1 ,Height = 54 ,Track Front = 59.4 ,Track Rear = 60",,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,WBSBL934*3J
485,9343,14914,YV1LS5543V13,,,Not Applicable,Not Applicable,Sedan/Saloon,5,,2435,146.456986,2.4,4,,,,B5254S,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",VOLVO,VOLVO CAR CORPORATION,850 Series,1997,TORSLANDA,,,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,,,SWEDEN,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Dual Airbags (SRS),,,,,,"Transmission: auto and manual, w/o EGR, w/air pump, w/OBDII, w/elec. control evap., Motronic 4.4, w/RULo, TLEV",,,,,,,,,,6,,,Volvo,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,YV1LS554*V1
474,14060,987,JH2PC404X8M1,,,Not Applicable,Not Applicable,Motorcycle - Sport,4,49 States (Except California),599,36.5532227,0.599,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HONDA,"HONDA MOTOR CO., LTD.",CBR600,2008,HAMAMATSU,,,,,RR,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,113,,JAPAN,HAMAMATSU FACTORY,SHIZUOKA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,JH2PC404*8M
460,1803,976,1FTYR10U03PA,,,,Regular,Pickup,6,,3000,183.071232,3,,4x2,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",FORD,FORD MOTOR COMPANY,Ranger,2003,ST. PAUL,,,,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,154,,UNITED STATES (USA),Twin Cities,MINNESOTA,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,EFI,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTYR10U*3P
460,1798,976,1FMYU92Z05KB,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2300,140.354611,2.3,4,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",FORD,FORD MOTOR COMPANY,Escape,2005,KANSAS CITY,,XLS,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,153,,UNITED STATES (USA),,MISSOURI,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Sec. Gen. Air Bags,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FMYU92Z*5K
474,1866,990,2HJYK16518H5,,,,Extra/Super/Quad/Double/King/Extended,Pickup,6,,3474.05757,212,3.47405757,,,,,J35A9,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",HONDA,"HONDA OF CANADA MFG., INC.",Ridgeline,2008,ALLISTON,,Monocoque Chassis - Double Cab,,Automatic,RTL,TRUCK,,,Hydraulic,,,,,,,,,,,,Single Overhead Cam (SOHC),5,V-Shaped,,,,,247,,CANADA,,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,2HJYK165*8H
448,2223,1063,5TESN92N74Z3,,,,Extra/Super/Quad/Double/King/Extended,Pickup,6,,3378,207.48073,3.4,,4x2,,,5VZ-FE,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, CALIFORNIA, INC.",Tacoma,2004,FREMONT,,RZN191L/RZN196L/VZN195L,,,DELUXE,TRUCK,,,Hydraulic,,,,,,,,,,Extra Long,,,,V-Shaped,,,,,190,,UNITED STATES (USA),New United Motor Manufacturing (NUMMI),CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,"Chassis: With 1/2 ton Independent Front Suspension, Extra Cab",,Not Applicable,Not Applicable,,,,,Water,190,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5TESN92N*4Z
476,1938,994,1D7HA18Z02J2,,,,,Pickup,8,,5900,360.04009,5.9,4,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA US LLC,Ram,2002,FENTON,,,,,1500,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),St. Louis Assembly North,MISSOURI,,,,,,,,,,,,,,,,,,,,E Series,,,Body Type: Hatchback for PT Cruiser,,Not Applicable,Not Applicable,,,,,,,,,,"Engine Info: Light Duty,Sales Code:EML",,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1D7HA18Z*2J
510,20429,1152,JKAEXVA19KA0,,,Not Applicable,Not Applicable,Motorcycle - Street,4,Worldwide,500,30.511872,0.5,,,,4,,,,,"Class 1A: 3,000 lb or less (1,360 kg or less)",KAWASAKI,"KAWASAKI MOTORS, LTD",EX500,1989,AKASHI,,EXVA500-A3,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,In-Line,,,,,60,,JAPAN,Kawasaki Heavy Industries,HYOGO,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,JKAEXVA1*KA
467,11483,984,1GCCS19W5281,,,,Extra/Super/Quad/Double/King/Extended,Pickup,6,,4300,262.4021,4.3,,4x2,,,L35,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",CHEVROLET,GENERAL MOTORS LLC,S-10 Pickup,2002,SHREVEPORT,,1/2 Ton,,,XL,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,,,UNITED STATES (USA),GM Truck Group,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,"CPI, 90 Degrees",,,,,,,,,,6,,,WRN,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GCCS19W*28
473,2322,1041,JM3LV5227V08,,,,,Minivan,6,,3000,183.071232,3,4,4x2,,,JEE,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",MAZDA,MAZDA MOTOR CORPORATION,MPV,1997,HIROSHIMA,,Wagon,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,137,,JAPAN,Mazda Motor Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,167,,,,,,,,,,,,,,6,,,Mazda,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,JM3LV522*V0
3758,8226,4368,4VZAT1P936C0,,,,,Incomplete - Motor Home Chassis,,,,,,,,,,,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",SPARTAN MOTORS CHASSIS,"THE SHYFT GROUP, INC.",K2,2006,CHARLOTTE,,Cabless,,,,INCOMPLETE VEHICLE,,,Air,,,,,,,,,,,,,,,,,,,,,UNITED STATES (USA),,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,Cab Type: Multi- Passenger,,Not Applicable,Not Applicable,,,,,,,,,,Engine Location: Rear,,,,,,,,,4VZAT1!936C0,"4,6,14",(7:0123456789),,,,,,GVWR: 38001 - 46000,Not Applicable,Not Applicable,Not Applicable,,,"In the Possible values section, the Numeric value before the : indicates the position in error and the values after the : indicate the possible values that are allowed in this position. Unused position(s): 7;",,,,,,,,,,,,,,,,,,,,,,,,,,"4 - VIN corrected, error in one position only (indicated by ! in Suggested VIN), multiple matches found; 6 - Incomplete VIN; 14 - Unable to provide information for some of the characters in the VIN, based on the manufacturer submission.",,,,,4VZAT1P9*6C
449,2079,1042,WDBFA67F3VF1,,,Not Applicable,Not Applicable,Convertible/Cabriolet,12,,5000,305.11872,5,2,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",MERCEDES-BENZ,MERCEDES-BENZ CARS,SL-Class,1997,BREMEN,,SL500,,,129,PASSENGER CAR,,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),315,,GERMANY,,BREMEN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Type-2 Belt with ETR: Emergency Tensioning Retractors for Driver and Passenger. Rear Belts: Type-2 Belts (Line: 129, 210)",,,,,,,,,,,,,,,,6,,,Mercedes-Benz,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,WDBFA67F*VF
474,1863,988,1HGEM22943L0,,,Not Applicable,Not Applicable,Coupe,4,,1671.48053,102,1.67148053,2,,,,D17A2,,,Gasoline,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",Civic,2003,EAST LIBERTY,,,,Automatic,EX,PASSENGER CAR,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),4,In-Line,1st Row (Driver and Passenger),,,,127,,UNITED STATES (USA),,OHIO,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1HGEM229*3L
448,2223,1063,5TEGN92N04Z3,,,,Extra/Super/Quad/Double/King/Extended,Pickup,6,,3378,207.48073,3.4,,4x2,,,5VZ-FE,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, CALIFORNIA, INC.",Tacoma,2004,FREMONT,,RZN191L/RZN196L/VZN195L,,,DELUXE,TRUCK,,,Hydraulic,,,,,,,,,,Extra Long,,,,V-Shaped,,,,,190,,UNITED STATES (USA),New United Motor Manufacturing (NUMMI),CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,"Chassis: With 1/2 ton Independent Front Suspension, Double Cab",,Not Applicable,Not Applicable,,,,,Water,190,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5TEGN92N*4Z
3888,8479,4249,1HD1CT3167K4,,,Not Applicable,Not Applicable,Motorcycle - Custom,2,,1200,73.2284929,1.2,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HARLEY DAVIDSON,HARLEY-DAVIDSON MOTOR COMPANY,Sportster 1200 Custom,2007,KANSAS CITY,,XL1200C,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,59,,UNITED STATES (USA),,MISSOURI,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,REGULAR INTRODUCTION DATE,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,Heavyweight Motorcycle: 901cm3 or larger,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,1HD1CT31*7K
483,1943,994,1J4FY19P2SP3,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2500,152.55936,2.5,2,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",JEEP,FCA US LLC,Wrangler,1995,TOLEDO,,,,,S,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,,,In-Line,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),Toledo Assembly # 2,OHIO,,Manual,,,,,,,,,,,,,,,,,,,,,Body Type: Open Body,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1J4FY19P*SP
